step,Zostera marina,Halophila ovalis,Posidonia oceanica,Macrocystis pyrifera,Saccharina japonica,Chlorella vulgaris,Nannochloropsis gaditana,Spartina alterniflora,Rhizophora spp.
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14054772320050674,0.0694677416978054
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14054772320050674,0.0694677416978054
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4541465239725437,0.10627118031823568
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4541465239725437,0.10627118031823568
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5620564782788109,0.1232086991129265
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.1232086991129265
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.1232086991129265
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.14288288492894194
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.14288288492894194
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.14288288492894194
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.14288288492894194
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.14288288492894194
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.14288288492894194
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.14288288492894194
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.14288288492894194
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.14288288492894194
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.14288288492894194
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.14288288492894194
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.14288288492894194
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.14288288492894194
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.14288288492894194
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.14288288492894194
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.14288288492894194
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.14288288492894194
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978867472268101,0.14288288492894194
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.151656560352424
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.151656560352424
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.151656560352424
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.151656560352424
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.151656560352424
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.15728718981098663
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.15728718981098663
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.15728718981098663
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.15728718981098663
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.15728718981098663
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.15728718981098663
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.15728718981098663
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.15728718981098663
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.15728718981098663
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.15728718981098663
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.15728718981098663
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.15728718981098663
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.15728718981098663
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.15728718981098663
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.15728718981098663
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.15728718981098663
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.15728718981098663
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086167873758817,0.15728718981098663
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.626502145800252,0.15728718981098663
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.626502145800252,0.15728718981098663
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.626502145800252,0.15728718981098663
54,0.0,0.0,0.0,0.0,0.0,0.025242674957659115,0.0,0.6823616557362858,0.2031274879005856
55,0.0,0.0,0.0,0.0,0.0,0.025242674957659115,0.0,0.6823616557362858,0.2031274879005856
56,0.0,0.0,0.0,0.0,0.0,0.025242674957659115,0.0,0.7228155032575463,0.2031274879005856
57,0.0,0.0,0.0,0.0,0.0,0.025242674957659115,0.0,0.7228155032575463,0.2031274879005856
58,0.0,0.0,0.0,0.0,0.0,0.09254256228974483,0.0,0.7460386980214876,0.20945715583361624
59,0.0,0.0,0.0,0.0,0.0,0.09254256228974483,0.0,0.7460386980214876,0.20945715583361624
60,0.0,0.0,0.0,0.0,0.0,0.09254256228974483,0.0,0.7460386980214876,0.20945715583361624
61,0.0,0.0,0.0,0.0,0.0,0.21567858642859897,0.0,0.7460386980214876,0.20945715583361624
62,0.0,0.0,0.0,0.0,0.0,0.21567858642859897,0.0,0.7460386980214876,0.20945715583361624
63,0.0,0.0,0.0,0.0,0.0,0.4671259264763328,0.0,0.7460386980214876,0.20945715583361624
64,0.0,0.0,0.0,0.0,0.0,0.4671259264763328,0.0,0.7460386980214876,0.20945715583361624
65,0.0,0.0,0.0,0.0,0.0,0.6054325329070636,0.0,0.7460386980214876,0.20945715583361624
66,0.0,0.0,0.0,0.0,0.0,0.6054325329070636,0.0,0.7460386980214876,0.20945715583361624
67,0.0,0.0,0.0,0.0,0.0,0.6378442602098247,0.027451446476168196,0.7460386980214876,0.20945715583361624
68,0.0,0.0,0.0,0.0,0.0,0.6847239112749052,0.05556053285825902,0.7460386980214876,0.20945715583361624
69,0.0,0.0,0.0,0.0,0.0,0.6847239112749052,0.05556053285825902,0.7460386980214876,0.20945715583361624
70,0.0,0.0,0.0,0.0,0.0,0.8040357904401405,0.12040471535378783,0.7460386980214876,0.20945715583361624
71,0.0,0.0,0.0,0.0,0.0,0.8040357904401405,0.12040471535378783,0.7460386980214876,0.20945715583361624
72,0.0,0.0,0.0,0.0,0.0,1.088151807094425,0.1779806297376538,0.7460386980214876,0.20945715583361624
73,0.0,0.0,0.0,0.0,0.0,1.088151807094425,0.1779806297376538,0.7460386980214876,0.20945715583361624
74,0.0,0.0,0.0,0.0,0.0,1.1780989141956806,0.2071823085765556,0.7745202432894992,0.20945715583361624
75,0.0,0.0,0.0,0.0,0.0,1.1780989141956806,0.2071823085765556,0.7745202432894992,0.20945715583361624
76,0.0,0.0,0.0,0.0,0.0,1.1780989141956806,0.2071823085765556,0.7745202432894992,0.20945715583361624
77,0.0,0.0,0.0,0.0,0.0,1.2763950191882203,0.2071823085765556,0.9558409197906309,0.269279045802409
78,0.0,0.0,0.0,0.0,0.0,1.2763950191882203,0.2071823085765556,0.9558409197906309,0.269279045802409
79,0.0,0.0,0.02693467405541976,0.0,0.0,1.6617686691319717,0.30470020736302117,0.991663244464546,0.3283737505216159
80,0.0,0.0,0.02693467405541976,0.0,0.0,1.6617686691319717,0.30470020736302117,0.991663244464546,0.3283737505216159
81,0.0,0.0,0.02693467405541976,0.0,0.0,1.781099004391279,0.30470020736302117,1.0073842501023105,0.3283737505216159
82,0.0,0.0,0.02693467405541976,0.0,0.0,1.781099004391279,0.30470020736302117,1.0073842501023105,0.3283737505216159
83,0.0,0.0,0.02693467405541976,0.0,0.0,1.781099004391279,0.30470020736302117,1.0073842501023105,0.3283737505216159
84,0.0,0.0,0.02693467405541976,0.0,0.0,1.804926887284059,0.33218836724631445,1.0073842501023105,0.3283737505216159
85,0.0,0.0,0.02693467405541976,0.0,0.0,1.804926887284059,0.33218836724631445,1.0073842501023105,0.3283737505216159
86,0.0,0.0,0.02693467405541976,0.0,0.0,1.863205597003218,0.33218836724631445,1.0073842501023105,0.3283737505216159
87,0.0,0.0,0.02693467405541976,0.0,0.0,1.863205597003218,0.33218836724631445,1.0073842501023105,0.3283737505216159
88,0.0,0.0,0.02693467405541976,0.0,0.0,1.9059311457932793,0.33218836724631445,1.0073842501023105,0.3283737505216159
89,0.0,0.0,0.02693467405541976,0.0,0.0,1.9059311457932793,0.33218836724631445,1.0073842501023105,0.3283737505216159
90,0.0,0.0,0.02693467405541976,0.0,0.0,1.9059311457932793,0.33218836724631445,1.0073842501023105,0.3283737505216159
91,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9737778135829207,0.33218836724631445,1.0073842501023105,0.3283737505216159
92,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9737778135829207,0.33218836724631445,1.0073842501023105,0.3283737505216159
93,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9790473899296934,0.33218836724631445,1.0073842501023105,0.3283737505216159
94,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9790473899296934,0.33218836724631445,1.0073842501023105,0.3283737505216159
95,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9790473899296934,0.3403331555248631,1.0073842501023105,0.3283737505216159
96,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9790473899296934,0.3403331555248631,1.0073842501023105,0.3283737505216159
97,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9790473899296934,0.3430850025263087,1.0073842501023105,0.3283737505216159
98,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9810639635869105,0.3430850025263087,1.0073842501023105,0.3283737505216159
99,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9810639635869105,0.3430850025263087,1.0073842501023105,0.3283737505216159
100,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9810639635869105,0.3430850025263087,1.0073842501023105,0.3303781059850087
101,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9810639635869105,0.3430850025263087,1.0073842501023105,0.3303781059850087
102,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9837333552229313,0.3452340511325992,1.0098186520344261,0.3303781059850087
103,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9837333552229313,0.3452340511325992,1.0098186520344261,0.3303781059850087
104,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9837333552229313,0.3452340511325992,1.0109326316919611,0.3303781059850087
105,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9837333552229313,0.3452340511325992,1.0109326316919611,0.3303781059850087
106,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9837333552229313,0.3452340511325992,1.0109326316919611,0.3303781059850087
107,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9837333552229313,0.3452340511325992,1.0109326316919611,0.3303781059850087
108,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9837333552229313,0.3452340511325992,1.0109326316919611,0.3303781059850087
109,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9837333552229313,0.3452340511325992,1.0109326316919611,0.3303781059850087
110,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9837333552229313,0.3452340511325992,1.0109326316919611,0.3303781059850087
111,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9837333552229313,0.3452340511325992,1.0109326316919611,0.3303781059850087
112,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9837333552229313,0.3452340511325992,1.0109326316919611,0.3303781059850087
113,0.03001636870243078,0.0,0.02693467405541976,0.0,0.0,1.9837333552229313,0.3452340511325992,1.0109326316919611,0.3303781059850087
114,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,1.9848460520217335,0.3452340511325992,1.0109326316919611,0.3303781059850087
115,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,1.9848460520217335,0.3452340511325992,1.0109326316919611,0.3303781059850087
116,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,1.9863140221079099,0.3452340511325992,1.0109326316919611,0.3303781059850087
117,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,1.9863140221079099,0.3452340511325992,1.0109326316919611,0.3303781059850087
118,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,1.9863140221079099,0.3452340511325992,1.0109326316919611,0.3303781059850087
119,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,1.9863140221079099,0.3452340511325992,1.0109326316919611,0.3303781059850087
120,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,1.9863140221079099,0.3452340511325992,1.0109326316919611,0.3303781059850087
121,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,1.9863140221079099,0.3452340511325992,1.0109326316919611,0.3303781059850087
122,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,1.9863140221079099,0.3452340511325992,1.0109326316919611,0.3303781059850087
123,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,1.9889834137439308,0.3452340511325992,1.0109326316919611,0.33154440711460553
124,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,1.9889834137439308,0.3452340511325992,1.0109326316919611,0.33154440711460553
125,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,1.9956136637503703,0.3452340511325992,1.0109326316919611,0.33154440711460553
126,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,1.9956136637503703,0.3452340511325992,1.0109326316919611,0.33154440711460553
127,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,1.9956136637503703,0.3452340511325992,1.0109326316919611,0.33154440711460553
128,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,1.9956136637503703,0.3452340511325992,1.0127285191737236,0.33154440711460553
129,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,1.9956136637503703,0.3452340511325992,1.0127285191737236,0.33154440711460553
130,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,2.0022298787222406,0.3452340511325992,1.0127285191737236,0.33154440711460553
131,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,2.0022298787222406,0.3452340511325992,1.0127285191737236,0.33154440711460553
132,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,2.011324689941993,0.3563673961384274,1.0127285191737236,0.33154440711460553
133,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,2.011324689941993,0.3563673961384274,1.0127285191737236,0.33154440711460553
134,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,2.0277264522392158,0.3563673961384274,1.0127285191737236,0.33154440711460553
135,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,2.0277264522392158,0.3563673961384274,1.0127285191737236,0.33154440711460553
136,0.032722430533937606,0.0,0.02693467405541976,0.0,0.0,2.0277264522392158,0.3563673961384274,1.0127285191737236,0.33154440711460553
137,0.07226107624675959,0.0,0.02693467405541976,0.0,0.0,2.0605666997604053,0.3563673961384274,1.0127285191737236,0.33154440711460553
138,0.07226107624675959,0.0,0.02693467405541976,0.0,0.0,2.0605666997604053,0.3563673961384274,1.0127285191737236,0.33154440711460553
139,0.1335478718024285,0.0,0.02693467405541976,0.0,0.0,2.1040189184002696,0.3840775881758566,1.0127285191737236,0.33154440711460553
140,0.1335478718024285,0.0,0.02693467405541976,0.0,0.0,2.1040189184002696,0.3840775881758566,1.0127285191737236,0.33154440711460553
141,0.18481392477753963,0.0,0.02693467405541976,0.0,0.0,2.198891603247191,0.41156574805914325,1.0127285191737236,0.33154440711460553
142,0.18481392477753963,0.0,0.02693467405541976,0.0,0.0,2.198891603247191,0.41156574805914325,1.0127285191737236,0.33154440711460553
143,0.18481392477753963,0.0,0.02693467405541976,0.0,0.0,2.198891603247191,0.41156574805914325,1.0127285191737236,0.33154440711460553
144,0.31824002462781265,0.0,0.02693467405541976,0.0,0.0,2.3582057224263835,0.41156574805914325,1.0127285191737236,0.33154440711460553
145,0.31824002462781265,0.0,0.02693467405541976,0.0,0.0,2.3582057224263835,0.41156574805914325,1.0127285191737236,0.33154440711460553
146,0.6491588699702808,0.0,0.02693467405541976,0.0,0.0,2.7110282020827134,0.5686210868020887,1.0342458253118791,0.3404184742233281
147,0.6491588699702808,0.0,0.02693467405541976,0.0,0.0,2.7110282020827134,0.5686210868020887,1.0342458253118791,0.3404184742233281
148,0.6491588699702808,0.0,0.02693467405541976,0.0,0.0,2.9701516613656973,0.698297153012145,1.1878385384105865,0.3404184742233281
149,0.6491588699702808,0.0,0.02693467405541976,0.0,0.0,2.9701516613656973,0.698297153012145,1.1878385384105865,0.3404184742233281
